title,address,phone,years_in_biz,email,website
Acceptance Insurance,"5940 Pacific Ave Ste B, Stockton, CA 95207",(209) 425-0953,,1205@acceptanceinsurance.com,http://www.acceptance.com/
Tri-Con Insurance Services,"1435 S Grove Ave Ste 7, Ontario, CA 91761",(909) 930-0500,13,,http://www.triconins.com/
California Star Insurance Service,"2236 S Broadway Suite K, Santa Maria, CA 93454",(805) 266-7971,44,calstarins@gmail.com,http://www.calstarins.com/
SBC Insurance,"5150 El Camino Real Ste B31, Los Altos, CA 94022",(650) 469-0400,48,mikeh@sbc-insurance.com,http://www.sbc-insurance.com/
Mason James K Insurance,"San Mateo, CA 94401",(650) 401-6040,,,
Go West Insurance Services,"3001 Arden Way Ste A, Sacramento, CA 95825",(916) 487-8284,21,gowestins@gmail.com,
Pete Molinari Ins,"1095 Branham Ln, San Jose, CA 95136",(408) 978-6331,,,
John Moody Insurance Agency,"14025 Midland Rd, Poway, CA 92064",(858) 513-0923,91,brandonlong@regionalrealty.org,http://www.farmers.com/
Haigazian Anne,"18302 Sierra Hwy, Canyon Country, CA 91351",(661) 252-0539,,,
Aaron Corob Insurance,"223 S Pine St, Santa Maria, CA 93458",(805) 928-1761,25,acins@comcast.net,http://www.aaroncorobinsurance.com/
Farmers Insurance - David Torstvet,"8992 Mission Blvd, Riverside, CA 92509",(951) 685-2343,91,dtorstvet@farmersagent.com,https://agents.farmers.com/ca/riverside/david-torstvet?SourceID=AMPL001L001&utm_source=Powerlistings&utm_medium=Local
SK Insurance Services,"13550 Roscoe Blvd Ste 13, Panorama City, CA 91402",(818) 782-9999,9,,http://www.farmers.com/
Solorios Insurance Services,"990 Lincoln Ave, Napa, CA 94558",(707) 258-8858,11,issets@hotmail.com,
Metro Insurance Services,"17421 Irvine Blvd, Tustin, CA 92780",(714) 573-7200,36,,http://www.metroinsurance.com/
Swetland Susan Insurance,"8788 Greenback Ln Ste 105, Orangevale, CA 95662",(916) 673-1970,,,http://www.farmers.com/
Koissian Insurance Agency Inc,"10345 Los Alamitos Blvd, Los Alamitos, CA 90720",(562) 598-7034,,,
,,,,,
Farmers Insurance - Raymond Wong,"633 Taraval St Ste 101, San Francisco, CA 94116",(415) 982-4778,2,rwong1@farmersagent.com,https://agents.farmers.com/ca/san-francisco/raymond-wong?SourceID=AMPL001L001&utm_source=Powerlistings&utm_medium=Local
Q I S Insurance Services,"21707 Hawthorne Blvd Ste 107a, Torrance, CA 90503",(310) 316-1600,14,ricardo@qisinsurance.com,http://www.qisinsurance.com/
Foothill Valley Insurance Agency,"13 Sierra Gate Plz Ste A, Roseville, CA 95678",(916) 773-4560,39,h-stenken@foothillvalley.com,http://www.foothillvalley.com/
Revival Insurance & Registration Services,"9231 Whittier Blvd, Pico Rivera, CA 90660",(562) 692-2020,17,georginadorantes@revivalsagharbor.com,https://www.revivalinsurance.com/
Arpa & Associates-Farmers Insurance,"1500 Sycamore Ave, Hercules, CA 94547",(510) 799-1996,,,http://www.arpainsurance.com/
,,,,,
Law Tina Insurance Agency,"3235 Balboa St, San Francisco, CA 94121",(415) 221-8484,,tlaw@farmersagent.com,http://farmers.com/
Adriana's Insurance Services Inc,"1240 E Plaza Blvd Ste 604, National City, CA 91950",(619) 773-3838,27,redlands@adrianas-ins.com,http://www.adrianasinsurance.com/
Pacific Beach Insurance Services Inc,"1135 Garnet Ave Ste 26, San Diego, CA 92109",(858) 273-4540,11,jolene.moore@caquote.com,http://www.caquote.com/
Horizon Valley Insurance,"5800 Madison Ave, Sacramento, CA 95841",(916) 331-0904,15,oleg@horizonvalley.com,http://horizonvalley.com/
Fadaie Insurance Service,"41973 6th St Ste A, Temecula, CA 92590",(951) 506-9744,13,kasha@fadaieinsurance.com,http://www.fadaieinsurance.com/
Mize Jorene,"40827 Highway 41, Oakhurst, CA 93644",(559) 642-4504,10,,http://mize-insurance.com/
California Horizon Insurance Services Inc,"269 W Alameda Ave Ste A, Burbank, CA 91502",(818) 556-4830,12,,http://www.isubaksarian.com/
Catano Insurance,"9932 Garvey Ave, El Monte, CA 91733",(626) 444-7697,4,,http://catanoinsures.com/
Ling Charles,"140 17th Ave, San Francisco, CA 94121",(415) 752-8287,91,,http://www.farmers.com/
Adriana's Insurance,"7846 Florence Ave, Downey, CA 90240",(562) 927-0580,,info@adrianasinsurance.com,http://www.adrianasinsurance.com/
Rhodes Blaine Farmers Insurance Group,"Roseville, CA 95661",(916) 782-4474,,,
Palfi Alan Insurance And Financial Services,"1705 Washington St Ste B, Calistoga, CA 94515",(707) 942-9650,12,,http://farmers.com/
Pho Emerly,"6017 International Blvd, Oakland, CA 94621",(510) 834-4407,,,http://www.farmersinsurance.com/
Luong Simon Farmers Insurance Agency,"17625 Saticoy St, Northridge, CA 91325",(818) 996-9351,21,,http://www.manta.com/c/mm532mh/simon-luong-insurance
Dennis Sokol Insurance,"Woodland Hills, CA 91367",(818) 710-0444,,,http://farmers.com/
Sgb Insurance Services,"21535 Palomar St Ste C, Wildomar, CA 92595",(951) 678-7290,30,insuremesgb@yahoo.com,http://www.murrietainsuranceservices.com/
Catano Insurance,"5510 Pacific Blvd, Huntington Park, CA 90255",(323) 835-0249,,catano@whsd.net,
Vega Julio V,"16880 W Bernardo Dr Ste 170, San Diego, CA 92127",(858) 385-0006,,,
Hashimi Sayed Insurance Agency,"37471 Fremont Blvd, Fremont, CA 94536",(925) 353-5942,91,,http://www.farmers.com/
Catano Insurance,"1055 W San Bernardino Rd, Covina, CA 91722",(626) 966-1447,22,catano@whsd.net,
Sanguinetti & Co Insurance,"7337 Pacific Ave, Stockton, CA 95207",(209) 238-9000,41,info@marktwainins.com,http://www.sanguinettico.com/
Huynh Wendy,"10098 Westminster AVE, Garden Grove, CA 92843",(714) 638-1260,91,,http://www.farmers.com/
Adriana's Insurance,"2302 S Bristol St Ste A, Santa Ana, CA 92704",(714) 786-6018,4,,http://adrianasinsurance.com/
,,,,,
Centerpointe Insurance,"807 Camarillo Springs Rd Ste B, Camarillo, CA 93012",(805) 384-1166,28,,http://www.centerpointeinsurance.com/
Okane Tegay Insurance Service,"2145 19th Ave Ste 3, San Francisco, CA 94116",(415) 242-8777,71,rickylam@lpi-hometrend.com,http://www.okaneinsurance.com/
Vollmer Valerie K,"28035 Dorothy Dr, Agoura Hills, CA 91301",(818) 660-2235,,,http://www.farmers.com/
Lucky T L Insurance Service,"8927 Westminster Ave, Garden Grove, CA 92844",(714) 903-5555,,,
James Parker Insurance Associates Inc,"4029 Westerly Pl, Newport Beach, CA 92660",(949) 955-3383,,,
Nichols Insurance Services Inc,"20665 Santa Maria Ave, Castro Valley, CA 94546",(510) 889-0300,76,info@nicholsins.com,http://nicholsins.com/
Khalil Abraham,"445 Cambridge Ave Ste C, Palo Alto, CA 94306",(650) 321-1575,,,https://www.farmers.com/
Big Savings Insurance,"210 Curtner Ave, Campbell, CA 95008",(408) 371-7800,,,http://www.bigsavingsinsurance.com/
Dan Derby Ins Agcy Inc,"223 S Glendora Ave Ste 201, Glendora, CA 91741",(626) 963-8581,35,derbydan@isuderby.com,http://www.isuderby.com/
Big Savings Insurance,"7838 Stockton Blvd, Sacramento, CA 95823",(916) 422-0211,,,http://www.bigsavingsinsurance.com/
Gomez Insurance,"1452 Hulsey Way, Manteca, CA 95336",(209) 249-7004,,,http://gomezinsurance.com/
Rna Insurance & Financial,"4605 Lankershim Blvd, North Hollywood, CA 91602",(818) 985-7400,,,http://farmers.com/
Crawley Insurance Agency,"14758 Beach Blvd, La Mirada, CA 90638",(714) 670-9205,,,http://www.farmersinsurance.com/
Hightower Insurance,"28819 Sycamor Ln, Skyforest, CA 92385",(909) 337-0800,,,http://www.farmers.com/
Wigginton Joe Farmers Insurance,"2601 Airport Dr, Torrance, CA 90505",(310) 530-8057,,,
Avalon Risk Management,"5777 W Century Blvd Ste 1400, Los Angeles, CA 90045",(310) 337-7050,,avalonny@avalonrisk.com,http://www.avalonrisk.com/
Tucker & Ricks,"268 W Hospitality Ln Ste 202, San Bernardino, CA 92408",(909) 890-2236,,,
Spotcoverage Services,"1431 W Knox St, Torrance, CA 90501",(310) 787-8100,,,http://freewayinsurance.com/
"Vargas, Mary L","20259 Ventura Blvd, Woodland Hills, CA 91364",(818) 347-3400,,,http://www.farmersinsurance.com/
Mercury Insurance - Mills Insurance Services,"44751 Village Ct # 100, Palm Desert, CA 92260",(760) 341-9397,,info@millsins.com,http://www.cvisinc.com/
Strong Tie Insurance Services,"8451 Sunland Blvd, Sun Valley, CA 91352",(818) 767-8969,19,,http://www.strongtieinsurance.com/
Sesto Insurance,"622 N H St, Lompoc, CA 93436",(805) 736-3403,4,joe@sestoins.com,http://sestoinsurance.com/
Corbett R J Insurance,"309 W Channel Islands Blvd, Port Hueneme, CA 93041",(805) 985-2005,21,,
Quick & Easy Insurance,"6419 Westminster Blvd, Westminster, CA 92683",(714) 892-5541,10,vwindross@qandeinsurance.com,http://www.qandeinsurance.com/
Big Savings Insurance,"2652 Alum Rock Ave Ste C, San Jose, CA 95116",(408) 937-2000,,info@bigsavingsins.com,http://www.bigsavingsinsurance.com/
McClary & O'Hara,"55 Professional Center Pkwy, San Rafael, CA 94903",(415) 479-1412,33,jlaroy@farmersagent.com,http://www.farmers.com/
Salazar Ray Insurance Agency Farmers Insurance,"8491 Brook Ave, Kings Beach, CA 96143",(530) 546-8331,91,,https://agents.farmers.com/ca/kings-beach/raymond-salazar?Source_Indicator=AP
A Carvalho Insurance Agency,"1648 Alum Rock Ave Ste A, San Jose, CA 95116",(408) 729-7370,71,,https://www.farmers.com/
Amaya Agency Farmers Insurance,"15659 Bear Valley Rd, Hesperia, CA 92345",(760) 669-5740,,,
,,,,,
John Mac Donald Insurance,"18 Technology Dr, Irvine, CA 92618",(714) 660-5200,,,
Ho Larry,"621 Tully Rd, San Jose, CA 95111",(408) 297-6466,,,
Harvey Michael,"39008 State Highway 96, Willow Creek, CA 95573",(530) 629-2337,,,
Truchi Insurance Services,"215 E Daily Dr Ste 16, Camarillo, CA 93010",(805) 388-0010,9,yannick@truchiinsuranceservices.com,http://www.farmers.com/
Steven Nguyen Farmers,"401 Grand Ave, Oakland, CA 94610",(510) 444-8181,,,
Opportunity Center,"9550 Bolsa Ave, Westminster, CA 92683",(714) 531-9796,91,,http://www.farmers.com/
Automobile.com,"2029 Century Park E Ste 1400, Los Angeles, CA 90067",(213) 785-6826,19,,http://www.automobile.com/
Prodrive Insurance Agency,"2347 S Azusa Ave, West Covina, CA 91792",(626) 964-8200,30,wcovina@prodriveinsurance.com,http://www.prodriveinsurance.com/
Leonard Cordova Insurance,"2727 Camino Del Rio S, San Diego, CA 92108",(619) 291-2606,,,http://www.freewayinsurance.com/
Quality Insurance Services,"241 E Pomona Blvd, Monterey Park, CA 91755",(323) 727-7755,46,,http://www.qualityins.com/
Adriana's Insurance,"295 E Base Line St, San Bernardino, CA 92410",(909) 888-0605,4,l-g@adrianasinsurance.com,http://www.adrianasinsurance.com/
Landmark Insurance Agency,"Po Box 766, Long Beach, CA 90801",(562) 423-0465,,,
Randy R Matsumoto Insurance Agency,"19401 S Vermont Ave Ste D102, Torrance, CA 90502",(310) 512-6456,,rmatsumoto@farmersagent.com,http://www.farmersagent.com/rmatsumoto
Universal 1st Financial Group Inc,"1209 N Central Ave, Glendale, CA 91202",(818) 546-2200,22,info@universal1st.com,http://universal1st.com/
Caldwell John M,"19634 Ventura Blvd Ste 218, Tarzana, CA 91356",(818) 345-1950,,,
Teketel Mulugeta Insurance,"3550 Stevens Creek Blvd Ste 310, San Jose, CA 95117",(408) 249-8123,18,tmulugeta@farmersagent.com,http://www.farmers.com/
First Insurance Brokerage,"14903 Vanowen St, Van Nuys, CA 91405",(818) 782-9951,,,https://www.farmers.com/
American Insurance Adjustment Agency,"700 N Central Ave, Glendale, CA 91203",(818) 254-2440,,,
by Insurance Center,"6027 San Juan Ave, Citrus Heights, CA 95610",(916) 723-4400,,,
Carol Banks Agency,"1615 E Prosperity Ave, Tulare, CA 93274",(559) 688-1717,32,cbanks@farmersagent.com,http://agents.farmers.com/ca/tulare/carol-banks
Yono Insurance Agency,,(619) 660-0890,27,andy@yonoins.com,http://www.yonoinsurance.com/
"Le, John, AGT","8081 Westminster Blvd, Westminster, CA 92683",(714) 625-8467,11,jle@farmersagent.com,https://agents.farmers.com/ca/westminster/john-le?
Russo Richard,"908 Taylorville Rd Ste 106, Grass Valley, CA 95949",(530) 273-0547,,,http://www.farmers.com/
HCF Insurance Inc,"21747 Erwin St, Woodland Hills, CA 91367",(818) 716-2712,15,,http://www.hcfinsurance.com/
Montage Insurance Services,"885 N San Antonio Rd Ste O, Los Altos, CA 94022",(650) 947-3880,16,doug@montage4u.com,http://www.farmers.com/
Chas Grant Insurance,"4091 Riverside Dr, Chino, CA 91710",(909) 591-7575,20,,http://www.farmers.com/
Big Savings Insurance Agency Inc,"7837 Stockton Blvd Ste 300, Sacramento, CA 95823",(916) 681-2100,14,info@bigsavingsins.com,http://www.bigsavingsinsurance.com/
True Way Insurance,"14101 Archwood St, Van Nuys, CA 91405",(818) 988-0093,9,Oscar@truewayinsurance.com,http://www.truewayinsurance.com/
Adriana's Insurance,"601 N Broadway, Escondido, CA 92025",(760) 871-8888,,,http://adrianasinsurance.com/
,,,,,
Tus Casitas Insurance,"85 Ramona Expy Ste 1, Perris, CA 92571",(951) 956-2926,12,,http://www.farmers.com/
Donnell Greg,"3605 Bechelli Ln, Redding, CA 96002",(530) 222-1101,,,http://farmers.com/
Adriana's Insurance,"11132 Long Beach Blvd, Lynwood, CA 90262",(310) 669-8117,,,http://adrianasinsurance.com/
Pao Vang Insurance Agency,"5665 N Pershing Ave Ste B8, Stockton, CA 95207",(209) 477-0122,,,
The Insurance Store,"40810 County Center Dr Ste 120, Temecula, CA 92591",(951) 200-5655,41,info@theinsurancestores.com,http://www.theinsurancestores.com/
Talbot & Wadlow Ins Agency,"24838 Narbonne Ave Ste 2, Lomita, CA 90717",(310) 534-2010,37,,http://farmersagent.com/
Gary Micek Insurance Service,"2152 Dupont Dr, Irvine, CA 92612",(949) 387-2760,91,,http://www.farmers.com/
Lily Beltran Insurance Agency,"2301 W Lincoln Ave Ste 126, Anaheim, CA 92801",(714) 533-3570,,Lilybagency@yahoo.com,
Big Savings Insurance,"17860 Hesperian Blvd, San Lorenzo, CA 94580",(510) 317-1000,15,,http://www.bigsavingsinsurance.com/
Ausherman Agency,"1441 S Mooney Blvd Ste D, Visalia, CA 93277",(559) 732-9000,91,bausherman@farmersagent.com,http://www.farmers.com/
The Sumner Agency,"280 N Benson Ave Ste 10, Upland, CA 91786",(909) 931-7172,9,sumner.insurance@smtp-0.astonishmails.com,http://sumnerins.com/
Logan Daniel Insurance Agency,"14375 Saratoga Ave, Saratoga, CA 95070",(408) 741-1800,,,http://farmers.com/
Desquitado Jim,"3400 E 8th St, National City, CA 91950",(619) 274-6321,91,,http://www.farmers.com/
Western Valley Insurance,"810 W K St, Los Banos, CA 93635",(209) 826-5667,50,a271842@allstate.com,http://www.westernvalley.com/
Hossnet Insurance Svcs Inc,"2180 Westwood Blvd Ste 2n, Los Angeles, CA 90025",(310) 470-6236,,,https://www.farmers.com/
Vicano Insurance Agency,"12598 Central Ave, Chino, CA 91710",(909) 465-5666,25,support@insuremefree.com,http://www.farmers.com/
Whitney Oaks Insurance Services,"5800 Stanford Ranch Rd Ste 320, Rocklin, CA 95765",(916) 415-1931,13,,http://whitneyoaksinsurance.com/
Farmers Insurance Br Claims,"15205 Alton Pkwy, Irvine, CA 92618",(949) 450-1211,,,
A To Z Insurance Agency,"75 Dempsey Rd, Milpitas, CA 95035",(408) 946-9990,8,,http://www.farmers.com/
Shangreaux Terry,"1475 Saratoga Ave Ste 190, San Jose, CA 95129",(408) 371-3412,,,http://www.farmers.com/
Marc Lewis Insurance Agency,"1424 4th St Ste 217, Santa Monica, CA 90401",(310) 393-8833,7,mlewis9@farmersagent.com,http://www.farmers.com/
Lucy Pitts Insurance Agency,"4665 Marshall Rd, Garden Valley, CA 95633",(530) 333-9333,14,lpitts@farmersagent.com,
Castro Property & Commercial Insurance Agency,"155 Saint Marie Cir Suite C, Sacramento, CA 95823",(916) 482-9600,,,http://www.castroins.com/
