USDOT,MC_no,MCS 150,Entity_type,Operating_status,Out_of_service,Legal_name,Dba_name,Contact_name,Physical_address,Physical_city,Physical_state,Physical_zip,Business_phone,Mobile_number,Email_address,Mailing_address,Mailing_city,Mailing_state,Mailing_zip,Power units,Drivers,Mileage (Year),Operation_classification,Carrier_operation,Cargo_carried
3386647,,2020-01-24,Carrier,Active,None,Lewis Wells,P3 Moving Solutions,,5676 Natoma Cir,Stockton,CA,95219,(209) 696-1350,,,5676 Natoma Cir,Stockton,CA,95219,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386694,,2020-01-24,Carrier,Active,None,P Espinoza Trucking Llc,,,1608 Abrazo St,Bakersfield,CA,93306,(661) 599-8183,,,1608 Abrazo St,Bakersfield,CA,93306,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386703,,2020-01-24,Carrier,Not Authorized,None,R&C Fellas Logistics,,,"10747 Magnolia Blvd Apt 228
 N",Hollywood,CA,91601,(818) 970-4186,,,"10747 Magnolia Blvd Apt 228
 N",Hollywood,CA,91601,1,1,,Auth. For Hire ,Interstate ,General Freight
3386714,,2020-01-24,Carrier,Not Authorized,None,Jw Hatfield Trucking Llc,,,9611 Delmar Ave,Hesperia,CA,92345,(760) 605-6631,,,9611 Delmar Ave,Hesperia,CA,92345,1,1,,Auth. For Hire ,Interstate ,General Freight
3386747,,2020-01-24,Carrier,Not Authorized,None,Drive 2 Wait Trucking Llc,,,1829 N Sage Ave,Rialto,CA,92376,(562) 228-9507,,,1829 N Sage Ave,Rialto,CA,92376,1,1,,Auth. For Hire ,Interstate ,General Freight
3386749,,2020-01-24,Carrier,Active,None,Rellion Inc,,,16580 Harbor Blvd Ste J,Fountain Vly,CA,92708,(949) 209-9610,,,16580 Harbor Blvd Ste J,Fountain Vly,CA,92708,1,2,1 (2019),Auth. For Hire ,Intrastate  ,Building Materials
3386762,,2020-01-24,Carrier,Active,None,Vc Express Inc,,,606 E 120Th St,Los Angeles,CA,90059,(909) 278-9839,,,"Po Box 1404
Guasti, Ca   91743-1404",,,,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386766,,2020-01-24,Carrier,Active,None,Greer Bro'S Llc,,,6901 Hooper Ave,Bakersfield,CA,93308,(661) 345-9077,,,6901 Hooper Ave,Bakersfield,CA,93308,2,4,,Auth. For Hire ,Intrastate  ,Building Materials
3386770,,2020-01-24,Carrier,Active,None,Family Cleaners,,,1744 Tuolumne St,Vallejo,CA,94589,(707) 365-1806,,,1744 Tuolumne St,Vallejo,CA,94589,1,2,,Auth. For Hire ,Intrastate  ,General Freight
3386779,,2020-01-24,Carrier,Active,None,Patwal Trans Inc,,,2320 Pisa Cir,Stockton,CA,95206,(209) 851-1145,,,2320 Pisa Cir,Stockton,CA,95206,1,2,,Auth. For Hire ,Intrastate  ,General Freight
3386781,,2020-01-24,Carrier,Active,None,Xtreme Trailer Repair Inc,,,824 N Millard Ave,Rialto,CA,92376,(909) 272-3396,,,824 N Millard Ave,Rialto,CA,92376,1,1,,Auth. For Hire ,Intrastate  ,Other
3386782,,2020-01-24,Carrier,Active,None,Partida Transport Inc,,,1251 E 14Th Ave Apt B202,Blythe,CA,92225,(760) 925-7144,,,1251 E 14Th Ave Apt B202,Blythe,CA,92225,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386784,,2020-01-24,Carrier,Not Authorized,None,Adrian Federico Lopez,,,431 E Mckinley St,Rialto,CA,92376,(909) 233-2237,,,431 E Mckinley St,Rialto,CA,92376,1,1,,Auth. For Hire ,Interstate ,General Freight
3386809,,2020-01-24,Carrier,Not Authorized,None,Ahs Roadline Llc,,,1150N E Perrin Ave,Fresno,CA,93720,(513) 693-9552,,,1150 E Perrin Ave,Fresno,CA,93720,1,1,,Auth. For Hire ,Interstate ,General Freight
3386810,,2020-01-24,Carrier,Active,None,Rodolfo Rivera,,,1241 E 57Th St,Los Angeles,CA,90011,(818) 326-8408,,,1241 E 57Th St,Los Angeles,CA,90011,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386824,,2020-01-24,Carrier,Active,None,Cali Preferred Trucking Inc,,,1421 Charles Willard St,Carson,CA,90746,(310) 754-9821,,,2812 S Hobart Blvd,Los Angeles,CA,90018,16,16,,Auth. For Hire ,Intrastate  ,General Freight
3386828,,2020-01-24,Carrier,Active,None,R G Transport Llc,,,10546 E S2,Littlerock,CA,93543,(818) 317-1673,,,10546 E S2,Littlerock,CA,93543,1,1,,Auth. For Hire ,Intrastate  ,General Freight
3386831,,2020-01-24,Carrier,Not Authorized,None,Athwal Trans Inc,,,835 W Harney Ln Apt 127,Lodi,CA,95240,(209) 483-3007,,,835 W Harney Ln Apt 127,Lodi,CA,95240,1,1,,Auth. For Hire ,Interstate ,General Freight
3386834,,2020-01-24,Carrier,Active,None,Robledo Trucking Inc,,,12019 Overland Ct,Fontana,CA,92337,(909) 231-7430,,,12019 Overland Ct,Fontana,CA,92337,2,2,,Auth. For Hire ,Intrastate  ,General Freight
3386844,,2020-01-24,Carrier,Active,None,Ideal Med Transport Llc,,,320 Bill Bean Cir,Sacramento,CA,95835,(916) 678-2230,,,320 Bill Bean Cir,Sacramento,CA,95835,1,1,,Auth. For Hire ,Intrastate  ,Passengers
3386846,,2020-01-24,Carrier,Not Authorized,None,Milestar Transportation Inc,,,3100 Ashe Rd Apt 4,Bakersfield,CA,93309,(661) 525-0340,,,3100 Ashe Rd Apt 4,Bakersfield,CA,93309,1,1,,Auth. For Hire ,Interstate ,General Freight
3386847,,2020-01-24,Carrier,Not Authorized,None,Alfredo Lopez Sanchez,Keven Trucking,,4486 11Th St Apt A,Guadalupe,CA,93434,(831) 210-3229,,,4486 11Th St Apt A,Guadalupe,CA,93434,1,1,,Auth. For Hire ,Interstate ,General Freight
3386848,,2020-01-24,Carrier,Not Authorized,None,Tjsl Transportation,,,2525 Greenfield Ave,Arcadia,CA,91006,(909) 588-7792,,,2525 Greenfield Ave,Arcadia,CA,91006,1,1,,Auth. For Hire ,Interstate ,General Freight
3386849,,2020-01-24,Carrier,Active,None,A&A Custom Pavers Inc,,,20609 Joel St,Santa Clarita,CA,91350,(818) 590-3118,,,20609 Joel St,Santa Clarita,CA,91350,3,0,,Auth. For Hire ,Intrastate  ,Building Materials
3386852,,2020-01-24,Carrier,Not Authorized,None,M Palomino Trucking Llc,,,6056 Templeton St,Huntington Pk,CA,90255,(323) 439-5707,,,6056 Templeton St,Huntington Pk,CA,90255,1,1,,Auth. For Hire ,Interstate ,General Freight
3386855,,2020-01-24,Carrier,Not Authorized,None,Josan Brothers Trucking Llc,,,139 Indianapolis Ct,Manteca,CA,95337,(815) 228-9353,,,139 Indianapolis Ct,Manteca,CA,95337,1,1,775 (2020),Auth. For Hire ,Interstate ,General Freight
3386856,,2020-01-24,Carrier,Not Authorized,None,Ready Reed Llc,,,1218 62Nd Ave,Oakland,CA,94621,(916) 308-4224,,,1218 62Nd Ave,Oakland,CA,94621,1,1,,Auth. For Hire ,Interstate ,General Freight
3386871,,2020-01-24,Carrier,Active,None,F Torres Trucking Llc,,,27665 Gainesville Ave,Hayward,CA,94545,(806) 200-2529,,,27665 Gainesville Ave,Hayward,CA,94545,1,1,,Auth. For Hire ,Intrastate  ,Machinery
3386875,,2020-01-24,Carrier,Not Authorized,None,Cesar Perez Recinos,Cpr Trans,,505 W Citrus St,Colton,CA,92324,(951) 212-1456,,,505 W Citrus St,Colton,CA,92324,1,1,,Auth. For Hire ,Interstate ,General Freight
3386876,,2020-01-24,Carrier,Not Authorized,None,Executive Transportation Llc,,,28102 Chaparral Ave,Taft,CA,93268,(661) 427-9471,,,28102 Chaparral Ave,Taft,CA,93268,1,1,,Auth. For Hire ,Interstate ,General Freight
3386878,,2020-01-24,Carrier,Active,None,Kmg Trans Inc,,,1250 W Artesia Blvd,Compton,CA,90220,(310) 404-3267,,,1250 W Artesia Blvd,Compton,CA,90220,1,2,,Auth. For Hire ,Intrastate  ,General Freight
3386881,,2020-01-24,Carrier,Not Authorized,None,Jne Trucking Inc,,,152 Paseo,"Bravo
 Palm Desert",CA,92211,(746) 799-7006,,,9905 Cherry Ave,Fontana,CA,92335,1,1,,Auth. For Hire ,Interstate ,General Freight
3386886,,2020-01-24,Carrier,Not Authorized,None,Gujjar Transportation Inc,,,3057 Delta Tule Way,Sacramento,CA,95834,(916) 841-9807,,,3057 Delta Tule Way,Sacramento,CA,95834,1,1,,Auth. For Hire ,Interstate ,General Freight
3386889,,2020-01-24,Carrier,Not Authorized,None,Rd Express Llc,,,6190 Hillside Ave,Riverside,CA,92504,(310) 856-6630,,,6190 Hillside Ave,Riverside,CA,92504,1,1,,Auth. For Hire ,Interstate ,General Freight
3386892,,2020-01-24,Carrier,Not Authorized,None,Castros Landscaping,,,725 Renz Ln,Gilroy,CA,95020,(408) 430-8209,,,725 Renz Ln,Gilroy,CA,95020,1,2,,Auth. For Hire ,Interstate ,General Freight
3386897,,2020-01-24,Carrier,Not Authorized,None,Ace Carrier Inc,,,1595 Chandler Way,Yuba City,CA,95993,(530) 844-1892,,,1595 Chandler Way,Yuba City,CA,95993,1,1,,Auth. For Hire ,Interstate ,General Freight
3386901,,2020-01-24,Carrier,Not Authorized,None,Deluxe Trans Llc,,,3511 Jefferson Ave,Yuba City,CA,95993,(530) 788-2113,,,3511 Jefferson Ave,Yuba City,CA,95993,1,1,,Auth. For Hire ,Interstate ,General Freight
